site_id,m_host,prefixes,post response
1684505756103006096,PITNOP01,['10.105.132.0/22'],
1684505632259002096,CLEEMP01,['10.105.208.0/22'],
1684509245028006896,CAEMHP01,['10.118.100.0/22'],
1684495452338003296,CSGMCP01,['10.118.104.0/22'],
1684509746439018296,PHLRTP01,['10.104.4.0/22'],
1684506130174010896,STLWEP01,['10.136.28.0/22'],
1684505491295000496,CHINWP01,['10.136.76.0/22'],
1685368318193009396,YVRDBP01,['10.140.224.0/22'],
1684509462537022196,OMAWEP01,['10.132.0.0/22'],
1684524080767006496,NYCBKP01,['10.96.252.0/22'],
1684514383052023796,DALCLP01,['10.152.96.0/22'],
1684513520897010496,CHIBRP01,['10.136.196.0/22'],
1684512558770006096,SLCCCP01,['10.152.212.0/22'],
1684511790940013296,EWRHOP01,['10.97.48.0/22'],
1684512001471008496,SANMVP01,['10.148.136.0/22'],
1685709997956015096,AUHXRP01,['10.251.200.0/22'],
1685723287900002496,MEXJWR01,['10.160.16.0/22'],
1684518049785005896,DAYOHP01,['10.98.80.0/22'],
1684521736937007396,BOSBUP01,['10.96.244.0/22'],
1685979656860014196,CHARIP01,['10.113.136.0/22'],
1685983139848009496,PNSFBP01,['10.38.212.0/22'],
1685983101782005896,NYCWSP01,['10.97.12.0/22'],
1682707589945012596,AUSSHP01,['10.152.136.0/22'],
1684517096612017496,CHILNP01,['10.131.200.0/22'],
1686034137835001696,SYDAKP01,['10.167.120.0/22'],
1684522111459001596,MCOAPP01,['10.120.108.0/22'],
1684517707203012196,EWRNRP01,['10.106.236.0/22'],
1684522329953007796,CHIRSP01,['10.137.16.0/22'],
1684521946481009196,CHIAPP01,['10.128.252.0/22'],
1684522187295002296,DFWAPP01,['10.149.152.0/22'],
1686071425305022196,YYJVOP01,['10.140.168.0/22'],
1684523308667014796,SLCUTP01,['10.148.28.0/22'],
1684523230624025096,SJCSJP01,['10.151.64.0/22'],
1686076113708010396,YVRBRP01,['10.48.168.0/22'],
1684521878732015696,JHMRZP01,['10.151.236.0/22'],
1686078691774018696,AUHLCP01,['10.249.0.0/22'],
1684523896330017096,NYCLIP01,['10.97.8.0/22'],
1684523555018012696,RDUNCP01,['10.112.228.0/22'],
1684518222028007196,CLESCP01,['10.98.72.0/22'],
1684523796153023396,STLAPP01,['10.131.180.0/22'],
1684523388722012696,SOSBWP01,['10.103.240.0/22'],
1674836830851025096,PSPSRP01,['10.152.76.0/22'],
1684523992208006996,BWISHP01,['10.104.164.0/22'],
1684523720972022196,HOUWMP01,['10.150.200.0/22'],
1684523643721007496,TUSSPP01,['10.153.176.0/22'],
1684524502808008596,CHSHRP01,['10.33.16.0/22'],
1684524330351005596,WASMHP01,['10.111.204.0/22'],
1683926213869021596,PHLRIP01,['10.102.168.0/22'],
1685711445770003196,MIA55P01,['10.34.144.0/22'],
1686243823457018596,LASSAP01,['10.71.60.0/22'],
1684524618748025596,OSHFIP01,['10.135.12.0/22'],
1684524419326005896,BOSSYP01,['10.109.84.0/22'],
1684524715213006396,RAPSPP01,['10.133.40.0/22'],
1686318259127013296,YYZCYP01,['10.131.16.0/22'],
1686339394120003396,TYOSIP01,"['10.236.240.0/23', '10.236.242.0/24', '10.236.243.128/26', '10.236.243.64/27', '10.236.243.16/30', '10.236.243.96/29']",
1686321178464014896,IADDSP01,['10.98.40.0/22'],
1686320068602007696,CHSBRP01,['10.115.0.0/22'],
1686577783202004596,YULRLP01,['10.59.72.0/22'],
1686320804178018596,DTWSLP01,['10.131.176.0/22'],
1686321290006005296,NYCCPP01,['10.102.4.0/22'],
1686320220937006096,EWRBRP01,['10.104.176.0/22'],
1686320927764006996,FTCCOP01,['10.131.240.0/22'],
1686593017549011396,SCKLFP01,['10.71.0.0/22'],
1686321633618023396,EWRPRP01,['10.97.44.0/22'],
1686651310961011196,JKTFAP01,['10.179.52.0/22'],
1686324682245000596,CVGAMP01,['10.135.156.0/22'],
1686321989907014996,EWRGPP01,['10.97.40.0/22'],
1686319403162001796,ATLSAP01,['10.120.144.0/22'],
1686324762905007996,CVGNOP01,['10.104.144.0/22'],
1686319775726021096,BOSNTP01,['10.96.32.0/22'],
1686322712936016496,DALWLP01,['10.149.148.0/22'],
1674236496726015996,BOSBOP01,"['10.31.208.0/22', '10.53.60.0/22']",
1673619137663025396,YVRWIP01,"['10.185.24.0/22', '10.61.96.0/22']",
1686324449330008496,OAKWCP01,['10.152.160.0/22'],
1686324827834006896,DFWAMP01,['10.152.100.0/22'],
1686319133171000396,SFODTP01,"['10.68.6.0/25', '10.148.4.0/22']",
1686324536428015096,SFOJWP01,['10.154.36.0/22'],
1686731169140007596,DPSAVP01,['10.179.16.0/22'],
1686320819220013696,BWIWFP01,['10.96.224.0/22'],
1686319998143011096,LGAAPP01,['10.97.0.0/22'],
1686320944730012396,CHISRP01,['10.135.252.0/22'],
1686321279819011196,TOLFIP01,['10.103.168.0/22'],
1686322868315012096,FAYRHP01,['10.126.216.0/22'],
1657019279305014896,LBEFIP01,['10.97.68.0/22'],
1686321573210008496,YNGFIP01,['10.103.64.0/22'],
1686321763781007896,WCOFIP01,['10.151.212.0/22'],
1686322332268016896,DHNALP01,['10.119.76.0/22'],
1686321939382013496,BNASYP01,['10.117.88.0/22'],
1686843705004020796,NYCQAP01,['10.26.100.0/22'],
1686322462306007196,ELMFIP01,['10.102.228.0/22'],
1686854444528010696,TYOSIP02,"['10.236.243.192/26', '10.236.243.20/30']",
1686322061645015096,BOIFIP01,['10.134.224.0/22'],
1686850790410011396,BNAFSP01,['10.50.8.0/22'],
1686912411491018196,SAVRIP01,['10.115.120.0/22'],
1686913090868024496,YVRJWP01,['10.142.120.0/22'],
1686912527940005696,MLURIP01,['10.112.224.0/22'],
1686913356966003896,YXEDSP01,['10.48.140.0/22'],
1686917328287015596,FLLRZP01,['10.122.72.0/22'],
1686912628823011296,MOBRIP01,['10.115.104.0/22'],
1686916878873004696,MFEFIP01,['10.148.48.0/22'],
1686912190036025196,DRORIP01,['10.129.64.0/22'],
1686912725592007696,FHUFIP01,['10.144.96.0/22'],
1686917011786019496,MAFODP01,['10.147.164.0/22'],
1686918905000014796,RQSFIP01,['10.140.116.0/22'],
1687269297664008296,BUDKCP01,['10.240.220.0/22'],
1686917473032009796,ABYFXP01,['10.121.144.0/22'],
1687272513764018996,SINWHP01,['10.237.76.0/22'],
1686918641964000196,MAFFIP01,['10.151.164.0/22'],
1686918771025002496,MVNFIP01,['10.136.208.0/22'],
1686919759990012296,YYCFIP01,['10.140.48.0/22'],
1686919557815003496,HLNFIP01,['10.133.76.0/22'],
1687315151368025296,JKTRTP01,['10.163.0.0/22'],
1687355970521017996,DAYSPP01,['10.102.180.0/22'],
1687361596641011496,FSDSFP01,['10.133.156.0/22'],
1659562905180013196,MCISSP01,['10.133.80.0/22'],
1686919943153017296,BILMTP01,['10.134.140.0/22'],
1686920283646019096,FARFIP01,['10.134.172.0/22'],
1686920044088006396,FTCGRP01,['10.133.160.0/22'],
1687378199042002896,INDTHP01,['10.133.16.0/22'],
1687411200148004696,OSANLP01,['10.179.72.0/22'],
1686921975102008996,CHIDTP01,['10.131.196.0/22'],
1686921389679018996,RDGJTP01,['10.111.228.0/22'],
1687445506297017896,PSMEXP01,['10.108.4.0/22'],
1686920882920001096,OMACBP01,['10.134.124.0/22'],
1686921484819013496,BISFIP01,['10.134.144.0/22'],
1686922133897006796,DENFSP01,['10.134.160.0/22'],
1686921822554021696,BISSOP01,['10.134.220.0/22'],
1686922463214009896,YEGECP01,['10.140.236.0/22'],
1687465511131018496,YSEWVP01,['10.140.220.0/22'],
1687501124400014996,SINNVP01,['10.179.40.0/22'],
1685018368624004496,RICCDP01,['10.27.60.0/22'],
1687540734520025096,OAKFNP01,['10.71.76.0/22'],
1687774344422003396,COKMKP01,['10.178.56.0/22'],
1687539925282006196,MBSFRP01,['10.132.176.0/22'],
1687540277874014496,MIARAP01,['10.120.232.0/22'],
1687540585218008596,TYRFIP01,['10.151.208.0/22'],
1687791574492025096,BKKSIP01,['10.239.192.0/22'],
1687540034349024096,LBBFIP01,['10.151.156.0/22'],
1687540686249023196,SQIPRP01,['10.133.48.0/22'],
1687540346981020196,PNCFIP01,['10.150.248.0/22'],
1687540106335025496,LGVFIP01,['10.150.240.0/22'],
1687540206182021996,TULFCP01,['10.150.112.0/22'],
1687540506439008696,SFOLCP01,['10.77.12.0/22'],
1687871326439012196,DELAPP01,['10.161.92.0/22'],
1687541547570007496,ILGTSP01,['10.105.164.0/22'],
1687541177927002396,FKBFIP01,['10.103.196.0/22'],
1687531628286020996,BOSNMP01,['10.97.252.0/22'],
1687880133039025296,CLESWP01,['10.96.200.0/22'],
1687535182314006796,YWGDWP01,['10.140.184.0/22'],
1687886624420002096,SPZRIP01,['10.112.152.0/22'],
1687541366580012496,RDDREP01,['10.157.44.0/22'],
1687891197920021696,YEGESP01,['10.140.140.0/22'],
1687942699263025296,DADHAP01,['10.178.244.0/22'],
1687536983571009896,RMGHOP01,['10.124.168.0/22'],
1687960648042007396,NYCSQP01,['10.25.232.0/22'],
1687538378023008296,GSOHAP01,['10.112.56.0/22'],
1687962826958001396,NYCRQP01,['10.25.228.0/22'],
1687535922242005496,INDAVP01,['10.136.24.0/22'],
1687537373628008196,CSGAOP01,['10.122.100.0/22'],
1687538782801002696,MBSMPP01,['10.134.48.0/22'],
1688029821826019196,DADNNP01,['10.178.248.0/22'],
1686320687431009796,PHLWEP01,['10.97.96.0/22'],
1688049109435017196,AUSNOP01,['10.144.228.0/22'],
1686323300806022796,STLCLP01,['10.133.212.0/22'],
1686321079565023296,SNASTP01,['10.147.132.0/22'],
1686320528133002696,LAXFLP01,['10.147.136.0/22'],
1688364951598013596,CXRHTP01,"['10.178.252.0/23', '10.178.254.0/25', '10.178.255.64/27', '10.178.255.17/32']",
1688031694404015096,BLRWFP01,['10.161.168.0/22'],
1688135339039023096,TOLMUP01,['10.102.96.0/22'],
1688136837855006196,MDWFIP01,['10.134.108.0/22'],
1688133429690022896,TYRVTP01,['10.65.36.0/22'],
1688135593274006296,LEXSWP01,['10.133.180.0/22'],
1688133587685004196,CHITPP01,['10.134.84.0/22'],
1688408249460019096,YYCBVP01,['10.140.128.0/22'],
1686921602314010396,BRLFIP01,['10.133.236.0/22'],
1677260421905001496,ABIFIP01,['10.150.208.0/22'],
1688133681609005596,DECDEP01,['10.132.236.0/22'],
1688137003855005996,VCTFIP01,['10.151.0.0/22'],
1688137414222001696,LANFWP01,['10.133.176.0/22'],
1688143142287018596,CHIBCP01,['10.142.40.0/22'],
1674236756724020696,EWRHBP01,"['10.10.4.166/32', '10.31.8.0/22']",
1688143216393014596,UINQUP01,['10.133.220.0/22'],
1688137791270023896,CHIACP01,['10.140.44.0/22'],
1683313730409024796,DALSBP01,"['10.79.100.0/22', '10.79.100.0/23', '10.75.108.0/22']",
1688137548147012296,HOUHMP01,['10.151.144.0/22'],
1688142967460008396,CHIAHP01,['10.128.164.0/22'],
1688137319033011396,YUMFIP01,['10.150.12.0/22'],
1688143053613022996,CHIAOP01,['10.49.24.0/22'],
1688143314048023896,CHICAP01,['10.128.176.0/22'],
1684495335657008296,SFORZP01,['10.151.248.0/22'],
1684494415302025296,TTNDFP01,['10.105.220.0/22'],
1684521801361024096,BOSQUP01,['10.98.84.0/22'],
1684511353904008696,CHIOBP01,['10.131.204.0/22'],
1688654685441014696,NYCFJP01,['10.25.248.0/22'],
1688654291988021196,SBYFSP01,['10.27.56.0/22'],
1686321159324015196,SATRCP01,"['10.69.164.0/26', '10.149.164.0/22', '10.69.167.64/27', '10.69.166.0/25', '10.149.160.0/22']",
1674837730407013296,MSYLAP01,['10.116.212.0/22'],
1688144240646013896,CHICRP01,['10.130.48.0/22'],
1688658966097021696,NYCQJP01,['10.25.252.0/22'],
1688657673119023796,MYRCFP01,['10.39.8.0/22'],
1688144765659014296,CHIDXP01,['10.142.20.0/22'],
1683928106094024796,MSYMMP01,['10.120.212.0/22'],
1688144396706002496,CHICSP01,['10.134.252.0/22'],
1674236964229000796,DALGWP01,['10.79.132.0/22'],
1688144480252008196,CHIDFP01,['10.128.180.0/22'],
1688751959154005096,RICSTP01,['10.106.152.0/22'],
1688751129444007296,AHNGVP01,['10.124.148.0/22'],
1688751429783008196,CLLHUP01,['10.65.232.0/22'],
1688752126965018796,INDSEP01,['10.138.84.0/22'],
1688752859154001796,RWIWFP01,['10.121.8.0/22'],
1688753350523022196,CHICHP01,['10.129.192.0/22'],
1688752984455010596,SMEFIP01,['10.142.136.0/22'],
1688751556201013396,ATLZLP01,['10.127.236.0/22'],
1684524241492002096,MHTKNP01,['10.110.20.0/22'],
1688753198338010396,SPZFIP01,['10.112.72.0/22'],
1688751712373025096,OAKNPP01,['10.154.60.0/22'],
1688752377312017596,MCNMDP01,['10.122.248.0/22'],
1686323151255005596,CHIILP01,['10.129.4.0/22'],
1688758102737015996,AGSAFP01,['10.123.124.0/22'],
1688757561757000796,ABEBCP01,['10.107.0.0/22'],
1688758589001018096,AHNSEP01,['10.33.96.0/22'],
1688757146969002796,CHIELP01,['10.128.184.0/22'],
1688758466004013196,ABITSP01,['10.159.88.0/22'],
1688991275197001996,ATLGYP01,['10.38.240.0/22'],
1688758362755011596,AGSRIP01,['10.125.84.0/22'],
1688757289718002096,ANCCYP01,['10.136.64.0/22'],
1688758750401017296,AEXTSP01,['10.119.16.0/22'],
1688757849372002596,CHIFHP01,['10.133.120.0/22'],
1688991551948022396,SLCFWP01,['10.71.96.0/22'],
1688757968429017696,ABQCYP01,['10.145.148.0/22'],
1688757411256002896,ANCRIP01,['10.136.68.0/22'],
1689158784534008896,TTUBBP01,['10.179.0.0/22'],
1688752281255009296,ARBDTP01,['10.140.196.0/22'],
1688752857022013396,ATLMQP01,['10.112.204.0/22'],
1688753168862002696,ATLACP01,['10.126.8.0/22'],
1688753587225003996,ALBBRP01,['10.110.68.0/22'],
1688753666765025096,ALBFDP01,['10.110.0.0/22'],
1688753295832023596,ATLHGP01,['10.113.100.0/22'],
1688752383225020796,ATLDCP01,['10.114.144.0/22'],
1689180134475011596,YYFFPP01,['10.59.248.0/22'],
1688752496416007996,ALBTYP01,['10.17.84.0/22'],
1688753390554004296,ATLAGP01,['10.126.208.0/22'],
1689154136356019896,ALBWSP01,['10.98.200.0/22'],
1688752668816021796,ATLFBP01,['10.118.224.0/22'],
1688752574461012596,ATLDUP01,['10.126.20.0/22'],
1688753041443004696,ATLLPP01,['10.114.100.0/22'],
1689256018515003996,BCNRZP01,['10.160.0.0/22'],
1688747884180000196,ATLARP01,['10.126.80.0/22'],
1688751997232003296,ATLBMP01,['10.123.12.0/22'],
1688746382047024396,ATLAHP01,['10.42.128.0/22'],
1688748540119018896,ATLPFP01,['10.118.24.0/22'],
1689265048665014496,YQMDRP01,['10.140.88.0/22'],
1688746804594012696,ATLCBP01,['10.113.68.0/22'],
1688748911569016796,ATLXRP01,['10.43.196.0/22'],
1688745386657010296,ATLCWP01,['10.122.60.0/22'],
1688753127824020696,ATLYLP01,['10.127.244.0/22'],
1688745669107003896,ATLRIP01,['10.116.220.0/22'],
1688747192681016496,ATLNGP01,['10.125.120.0/22'],
1674236604487022896,MRKFLP01,['10.113.24.0/22'],
1688744878402001996,YLWOKP01,['10.140.172.0/22'],
1688991720900012096,AZOSPP01,['10.50.20.0/22'],
1686913480606010896,PITSCP01,['10.96.176.0/22'],
1686920108450011196,CMHMAP01,['10.102.220.0/22'],
1686920573463012496,HTSFIP01,['10.133.168.0/22'],
1686918454964005196,DTLFIP01,['10.142.92.0/22'],
1686920191657020796,CMPFIP01,['10.132.228.0/22'],
1689607725095011796,YYGDPP01,['10.140.72.0/22'],
1686919387652009396,DALLEP01,['10.150.8.0/22'],
1686911916222002296,CRPFIP01,['10.151.100.0/22'],
1689622929141014996,LAXRTP01,['10.70.108.0/22'],
1689622644364014296,SINDTP01,['10.160.48.0/22'],
1686920768977018896,SBNFIP01,['10.133.44.0/22'],
1684514890951015196,ATLJWP01,['10.112.240.0/22'],
1689358324969005596,ATOFIP01,['10.110.32.0/22'],
1684521534023014996,LEXKYP01,['10.128.108.0/22'],
1662905545268008496,PNSDTP01,['10.116.28.0/22'],
1689676249229020196,LANACP01,['10.50.28.0/22'],
1688752257554024096,LITRVP01,['10.116.236.0/22'],
1689358168887022096,AUSCYP01,['10.145.156.0/22'],
1686922353505012696,MSPBRP01,['10.134.196.0/22'],
1689357742975015296,AUSAAP01,['10.154.92.0/22'],
1687536278530019996,SJTFIP01,['10.151.160.0/22'],
1689358419424005196,ATWCYP01,['10.142.156.0/22'],
1689358252859012696,AUSFMP01,['10.159.116.0/22'],
1689358086255003296,AUSCDP01,['10.148.32.0/22'],
1689756975321012396,TPEPJP01,['10.179.48.0/22'],
1689760735671024896,BLRRZP01,['10.167.68.0/22'],
1689601003600000096,BDLHCP01,['10.96.88.0/22'],
1689772726956000796,NYCECP01,['10.26.68.0/22'],
1689601474687010696,AZODEP01,['10.143.180.0/22'],
1687539153657014296,MSYSIP01,['10.33.12.0/22'],
1689600647730005296,AVLARP01,['10.125.68.0/22'],
1689600756476011296,AUSRDP01,['10.154.40.0/22'],
1689601218013001796,BDLFIP01,['10.102.196.0/22'],
1689601368706007896,BDLCWP01,['10.17.252.0/22'],
1689600930059022896,AUSSEP01,['10.145.68.0/22'],
1689364510312011796,BDLHFP01,['10.105.204.0/22'],
1689367805207018196,MYRCNP01,['10.116.80.0/22'],
1689863049750019896,ATLVTP01,['10.38.100.0/22'],
1689368382620022596,AUSPFP01,['10.65.60.0/22'],
1689365243367003496,BDLNHP01,['10.109.164.0/22'],
1689360176066014096,AUSNWP01,['10.144.244.0/22'],
1689365924979000196,BDLPVP01,['10.108.48.0/22'],
1689885485446015796,MCOJWP02,"['10.120.52.0/22', '10.120.56.0/22', '10.40.52.0/22']",
1689366800735014296,BDLHOP01,['10.111.104.0/22'],
1689885485446015796,MCOJWP01,"['10.120.52.0/22', '10.120.56.0/22', '10.40.52.0/22']",
1686918113830004896,LAXFRP01,['10.159.228.0/22'],
1689363790036002896,AUSRBP01,['10.158.64.0/22'],
1686918237028019496,DAYJVP01,['10.109.108.0/22'],
1689353054250016396,ILGNCP01,['10.109.172.0/22'],
1689353479929004496,FLLWHP01,['10.43.32.0/22'],
1690210881436017096,AUSFDP01,['10.71.16.0/22'],
1687541071925019796,CHISWP01,['10.133.244.0/22'],
1682706636061005096,WASMCP01,['10.98.28.0/22'],
1674221860348000796,YYCWIP01,['10.61.40.0/22'],
1687537758509003396,IERFIP01,['10.114.216.0/22'],
1676056271883005396,AEXFIP01,['10.126.36.0/22'],
1660919181264013396,BNACKP01,['10.122.84.0/22'],
1686921039960008596,SLCFIP01,['10.150.184.0/22'],
1689353277909003996,SACWOP01,['10.159.220.0/22'],
1690225670904020096,SUBJWP01,['10.163.36.0/22'],
1687543201322011196,MHTHOP01,['10.107.48.0/22'],
1689949857483021396,BHMHVP01,['10.119.36.0/22'],
1690279679301017796,FLLFNP01,['10.36.120.0/22'],
1687542977298002296,MTOEFP01,['10.137.84.0/22'],
1687543415278000796,SEASMP01,['10.152.80.0/22'],
1689950151296004496,BFLFNP01,['10.74.128.0/22'],
1689950855184022896,BFLRIP01,['10.145.252.0/22'],
1689950353720002096,BHMHWP01,['10.113.120.0/22'],
1689950989425010496,BFLFIP01,['10.156.128.0/22'],
1689950639714013696,BFLCHP01,['10.145.248.0/22'],
1678189631402010396,FLLSBP01,"['10.38.68.0/22', '10.113.0.0/22']",
1683926661302008896,BWIFHP01,['10.107.192.0/22'],
1682706853146021496,DAYTSP01,['10.107.52.0/22'],
1689960157099004396,BFLNAP01,['10.64.236.0/22'],
1683314170537024096,DTWAKP01,['10.135.68.0/22'],
1689961107894007996,BNADTP01,['10.116.0.0/22'],
1690388955060001896,YQTDEP01,['10.48.52.0/22'],
1687540424575009996,PNCSTP01,['10.150.196.0/22'],
1689960621295017996,ATLHWP01,['10.43.232.0/22'],
1680291146586001696,NANSIP01,['10.238.12.0/22'],
1690451016779006696,EBBFPP01,['10.179.160.0/22'],
1684494850184012696,TPAWEP01,['10.113.40.0/22'],
1684512390665021496,ALBNYP01,['10.97.36.0/22'],
1690470011935013696,YYZDHP01,['10.58.224.0/22'],
1689961967769012296,BNACVP01,['10.118.32.0/22'],
1690472470328016296,WHRLHP01,['10.138.184.0/22'],
1676047473824009596,SANLJP01,['10.148.24.0/22'],
1676047580846015396,SANGLP01,['10.153.196.0/22'],
1676055707576010896,ELPTXP01,['10.152.104.0/22'],
1688753487076007896,ATLLLP01,['10.117.36.0/22'],
1688133306971024196,GRRFIP01,['10.134.92.0/22'],
1688757699094011796,CHIFDP01,['10.128.244.0/22'],
1690551933715021796,BNACBP01,['10.126.64.0/22'],
1688144144327016196,CHICMP01,['10.129.196.0/22'],
1690555250021022096,BNAGVP01,['10.123.112.0/22'],
1690554998490003196,YYCXAP01,['10.141.76.0/22'],
1690555369105014496,BNATGP01,['10.126.176.0/22'],
1678460672244019196,AUSNPP01,['10.156.108.0/22'],
1690869959703008396,SUBJWP02,['10.163.38.0/27'],
1690563428550016296,BNARNP01,['10.34.16.0/22'],
1690900452607007196,YRQDRP01,['10.140.232.0/22'],
1690555908545005096,BNALBP01,['10.127.220.0/22'],
1690901725174017496,MSNBFP01,['10.59.252.0/22'],
1690555815151008096,BNAKVP01,['10.127.192.0/22'],
1690555997299001896,BNAMJP01,['10.126.16.0/22'],
1690563387927012296,BNACOP01,['10.113.188.0/22'],
1690563191042012296,BNAOLP01,['10.115.48.0/22'],
1690971744685012196,ISTLCP01,['10.240.244.0/22'],
1690563931164024496,BOSWNP01,['10.99.236.0/22'],
1690564450254022196,BOSROP01,['10.17.136.0/22'],
1690563684419008196,BOSRRP01,['10.16.92.0/22'],
1690564280762008396,BOSRIP01,['10.105.244.0/22'],
1690997185138011596,LAXDKP01,['10.71.176.0/22'],
1690559564119009796,BOSXRP01,['10.16.124.0/22'],
1690563523837007496,BNAJWP01,['10.33.92.0/22'],
1690564740483012496,BOSSOP01,['10.103.152.0/22'],
1690564687190009196,BOSWRP01,['10.100.128.0/22'],
1691060395125021796,HKTMMP01,['10.179.136.0/22'],
1688752548099017496,ATLXMP01,['10.125.128.0/22'],
1690555787550008596,BTLCYP01,['10.139.204.0/22'],
1690559125077013896,BROCYP01,['10.151.132.0/22'],
1690555301092011296,BOSYWP01,['10.16.144.0/22'],
1690555726641012596,BTRAKP01,['10.126.84.0/22'],
1690553737462017896,BNACCP01,['10.122.156.0/22'],
1691073445799024396,DENTOP01,['10.58.172.0/22'],
1690555587430017896,BTLTSP01,['10.141.176.0/22'],
1690555905246001696,BQKFIP01,['10.118.40.0/22'],
1690555846871010096,BRORIP01,['10.148.64.0/22'],
1691073312855009996,SPSDEP01,['10.71.132.0/22'],
1691327898949002196,BUFBDP01,['10.110.76.0/22'],
1691327349991023096,YFCDFP01,['10.140.68.0/22'],
1691329329113002896,BTRTSP01,['10.116.252.0/22'],
1691327537433020696,BUFAPP01,['10.108.200.0/22'],
1691328015572002996,BUFDTP01,['10.108.208.0/22'],
1691328779945023496,BTVDEP01,['10.16.168.0/22'],
1691416771676014296,BZNCYP01,['10.59.240.0/22'],
1691328121753002596,BUFRDP01,['10.16.140.0/22'],
1691327663016017996,BUFFSP01,['10.107.204.0/22'],
1691144987631015296,PHXLSP01,['10.71.164.0/22'],
1691327775607004596,BUFFNP01,['10.17.172.0/22'],
1683929891167017896,PHXNOP01,['10.147.236.0/22'],
1690555725191024196,YSCDRP01,['10.140.240.0/22'],
1691434673444006396,BWIAMP01,['10.105.88.0/22'],
1691424204859003296,BWIAFP01,['10.108.172.0/22'],
1691430945566009096,BWGTSP01,['10.139.96.0/22'],
1691473479784013396,BURCYP01,['10.153.52.0/22'],
1691435707678004796,BURSCP01,['10.154.164.0/22'],
1691429816053021196,BWGFBP01,['10.132.132.0/22'],
1691425528078008796,BWIANP01,['10.98.164.0/22'],
1691425931584007896,BVUFIP01,['10.152.252.0/22'],
1691473842558023596,BVUDTP01,['10.153.244.0/22'],
1691433258244004096,BWGCYP01,['10.129.104.0/22'],
1691428710027021996,BVUWAP01,['10.146.4.0/22'],
1691531587119008996,FKBLLP01,['10.241.16.0/22'],
1691568999606013396,MILSCP01,['10.233.224.0/22'],
1691163194334016096,BWIMRP01,['10.16.96.0/22'],
1691163448368012296,BWIOMP01,['10.101.144.0/22'],
1691162909620009296,BWICOP01,['10.107.240.0/22'],
1691163028009017496,BWIMSP01,['10.107.16.0/22'],
1691162672448025396,BWIBOP01,['10.17.60.0/22'],
1691163496121016996,BWIRFP01,['10.24.0.0/22'],
1691595122777017796,OMAOXP01,['10.59.204.0/22'],
1691163548319019296,BWISUP01,['10.106.16.0/22'],
1691436599412021196,BWIASP01,['10.110.8.0/22'],
1691162793925005896,BWRARP01,['10.146.8.0/22'],
1691163335762007396,BWIDTP01,['10.96.8.0/22'],
1691158837770018796,CAKAMP01,['10.110.48.0/22'],
1691169739405017096,CAKASP01,['10.110.212.0/22'],
1691171358122018296,CAKFCP01,['10.109.208.0/22'],
1691168715686007696,CAEDEP01,['10.114.168.0/22'],
1691170946216020496,CAECDP01,['10.118.20.0/22'],
1691170311483002796,CAKCYP01,['10.105.200.0/22'],
1691169207640001996,CAKDTP01,['10.110.92.0/22'],
1691171779542024796,CAEWEP01,['10.119.28.0/22'],
1691162739821012096,BWICAP01,['10.99.32.0/22'],
1691171163514023096,CAENEP01,['10.114.136.0/22'],
1691170496150019196,CAETNP01,['10.125.184.0/22'],
1691169336701019096,CAEFSP01,['10.122.124.0/22'],
1692006359238003596,EDIWHP01,['10.241.4.0/22'],
1692012854007013896,HKTMKP01,['10.179.156.0/22'],
1691777467786011896,CHAOXP01,['10.33.228.0/22'],
1691764510500002396,CHADLP01,['10.117.0.0/22'],
1691769720216008196,BGRCYP01,['10.107.64.0/22'],
1691764256456015596,CAKMTP01,['10.99.216.0/22'],
1691764326610012896,CGIFIP01,['10.48.68.0/22'],
1691764657441012796,CEYSHP01,['10.141.184.0/22'],
1691777531089017696,CHACYP01,['10.112.184.0/22'],
1691777730414002496,CHAOWP01,['10.127.172.0/22'],
1691777690680021696,CHAFIP01,['10.118.44.0/22'],
1691764395864010096,CBEFIP01,['10.107.236.0/22'],
1691764727660014896,CGICYP01,['10.48.64.0/22'],
1691777792607006796,CHACLP01,['10.121.252.0/22'],
1691777639275024696,CHAAKP01,['10.33.136.0/22'],
1691769166144020996,BGMWBP01,['10.109.20.0/22'],
1691771412704025096,BFDOLP01,['10.110.52.0/22'],
1691772023422006496,BZNSHP01,['10.142.76.0/22'],
1691774411907001896,BLFFPP01,['10.110.116.0/22'],
1691770245026001096,BDLWDP01,['10.101.40.0/22'],
1691773687800007196,BLFFIP01,['10.101.64.0/22'],
1691772470061012696,BHMTVP01,['10.121.164.0/22'],
1691770623849014996,BDRCYP01,['10.105.52.0/22'],
1691774804408022796,BLISHP01,['10.144.120.0/22'],
1691772865736014896,BGMFIP01,['10.102.108.0/22'],
1691779409737001396,BDLRIP01,['10.101.196.0/22'],
1691778309171023796,BDLTHP01,['10.96.168.0/22'],
1691950445671003496,BGRFIP01,['10.102.200.0/22'],
1691949940844020196,BHMAAP01,['10.121.60.0/22'],
1691773343275014596,BFLSHP01,['10.154.88.0/22'],
1691777439896018196,BGMONP01,['10.103.8.0/22'],
1692202198158020796,EGERRP01,['10.59.212.0/22'],
1692207248573013896,TYSPTP01,['10.38.116.0/22'],
1691777810810009896,BFLTSP01,['10.159.180.0/22'],
1691949428902007396,BHMBFP01,['10.119.72.0/22'],
1692255802211019996,BLRFKP01,['10.171.252.0/22'],
1692028680716011896,BMIFBP01,['10.131.128.0/22'],
