site_id,m_host,prefixes,post response
1715002028129003596,ORFOCP01,['10.102.64.0/22'],
1716224381341017096,ORFVAP01,['10.104.96.0/22'],
1714735812582019496,DALWFP01,['10.159.232.0/22'],
1714735810492008496,DALWTP01,['10.73.8.0/22'],
1714735811453004796,OXRAHP01,['10.67.148.0/22'],
1714728623894012496,PRGWHP01,['10.240.240.0/22'],
1714758823055012596,DALTEP01,['10.73.40.0/22'],
1714758823467013496,DENEWP01,['10.130.8.0/22'],
1715005947853007996,DENFWP01,['10.48.148.0/22'],
1715022365756015596,DENXNP01,['10.49.0.0/22'],
1714758822543018996,DFWTWP01,['10.74.68.0/22'],
1714759998598018496,LGAEWP01,['10.102.48.0/22'],
1715028610777001596,LGARKP01,['10.17.16.0/22'],
1715028606021012896,MCOMLP01,['10.120.28.0/22'],
1714751818493005896,DALRWP01,['10.64.244.0/22'],
1714751819633025496,ORFCSP01,['10.102.36.0/22'],
1714751822078015596,ORFDTP01,['10.104.56.0/22'],
1715002011381016696,CMHNKP01,['10.99.232.0/22'],
1715010190002017496,ORFCYP01,['10.98.160.0/22'],
1715010182355023196,ORFFCP01,['10.103.4.0/22'],
1715010184758003396,CMHACP01,['10.16.100.0/22'],
1715010186122011096,CMHCYP01,['10.101.52.0/22'],
1715010195607001696,DALNEP01,['10.147.196.0/22'],
1715010195897005396,DALPCP01,['10.150.156.0/22'],
1715018378279020196,DENLKP01,['10.131.88.0/22'],
1715017653692001196,DENOXP01,['10.142.192.0/22'],
1714760002806002696,DFWUNP01,['10.151.116.0/22'],
1714751818843021696,CVGMTP01,['10.111.40.0/22'],
1714762685338021596,MUCCYP01,['10.163.48.0/22'],
1714767481866013996,MUCNOP01,['10.163.160.0/22'],
1714767483453025196,DALWDP01,['10.73.228.0/22'],
1714767484468010796,DFWWLP01,['10.144.100.0/22'],
1714768232566003796,DALXSP01,['10.65.176.0/22'],
1714770592696021496,DFWBUP01,['10.65.156.0/22'],
1714767484505000296,DFWWSP01,['10.155.252.0/22'],
1714967061565008796,MNLWPP01,['10.178.0.0/22'],
1714971756255011696,PERALP01,['10.236.128.0/22'],
1714976987995002496,SUBFKP01,"['10.236.40.0/22', '10.236.36.0/22']",
1715218352449002996,BNEFPP01,['10.239.140.0/22'],
1715222532972010296,IDRFIP01,['10.182.224.0/22'],
1715005920511017496,JEDFPP01,['10.250.56.0/22'],
1714994666260017096,MADEBP01,['10.228.116.0/22'],
1714999738469014096,KBVRZP01,['10.165.160.0/22'],
1715011861065006896,MCTMJP01,['10.249.104.0/22'],
1715005908801001496,MCOKXP01,['10.125.252.0/22'],
1714751823447023896,DFWCNP01,['10.64.168.0/22'],
1714751819574006296,DFWATP01,['10.159.224.0/22'],
1715005929335010496,EWRDTP01,['10.107.124.0/22'],
1715005935926014696,DENSVP01,['10.48.224.0/22'],
1715005941685012996,MIARWP01,['10.125.180.0/22'],
1715005952090023996,EWRFSP01,['10.103.208.0/22'],
1715010186437021896,MKEWEP01,['10.141.224.0/22'],
1715010185091017696,MKETOP01,['10.58.252.0/22'],
1715014889497000596,EWRNBP01,['10.104.152.0/22'],
1715022374526024596,EWRSEP01,['10.97.224.0/22'],
1715028596636005296,MCOCMP01,['10.120.148.0/22'],
1715022379930020996,MCOOFP01,['10.124.136.0/22'],
1715021232776007296,CVGHAP01,['10.107.148.0/22'],
1715021234923007296,MKECYP01,['10.138.240.0/22'],
1715021232212016896,NYCTSP01,['10.16.228.0/22'],
1715021244217008996,MKEKNP01,['10.143.240.0/22'],
1715021232362006096,NYCPKP01,['10.109.80.0/22'],
1714770592875009096,DFWARP01,['10.150.236.0/22'],
1715022370132017396,ORFOFP01,['10.104.68.0/22'],
1715022371675004396,DENRIP01,['10.137.12.0/22'],
1715022376771004196,CVGWCP01,['10.102.40.0/22'],
1715022373329000496,DENRAP01,['10.142.168.0/22'],
1715050252349005996,OOLGSP01,['10.237.232.0/22'],
1715102350465023796,MIADOP01,['10.33.240.0/22'],
1715102352876017996,MIAMSP01,['10.126.160.0/22'],
1715102351056010496,MKEBDP01,['10.130.176.0/22'],
1715102352187010296,MKEGFP01,['10.143.204.0/22'],
1715102352911012796,MIAPTP01,['10.123.72.0/22'],
1715102357082019996,MCORYP01,['10.123.92.0/22'],
1715131343546024096,BNEDTP01,['10.161.220.0/22'],
1715174115919003596,TFSRZP01,['10.162.244.0/22'],
1715167858020000996,ROMWVP01,['10.228.132.0/22'],
1715174114400000196,RUHNRP01,['10.249.20.0/22'],
1715178441601004496,SRQLSP01,['10.39.148.0/22'],
1715191988898015596,NYCMXP01,['10.27.72.0/22'],
1715194535148006096,EWRFIP01,['10.106.84.0/22'],
1715264055642020796,BKKRRP01,['10.166.148.0/22'],
1715256351434018496,CGNMCP01,['10.162.44.0/22'],
1715265633345016996,DALDFP01,['10.71.24.0/22'],
1715357313316021496,MCICPP01,['10.133.164.0/22'],
1715357288027021896,MCIKCP01,['10.136.80.0/22'],
1715357289780009696,MLBCBP01,['10.112.124.0/22'],
1715357304863017796,MLBRIP01,['10.119.224.0/22'],
1715357292598023496,NYCTMP01,['10.108.32.0/22'],
1715357304467002896,OJAFIP01,['10.156.148.0/22'],
1715357289375009796,OKCELP01,['10.74.40.0/22'],
1715357296752014596,DALBPP01,['10.64.68.0/22'],
1715357278119023496,DALMOP01,['10.65.144.0/22'],
1715357284086013396,GSOGWP01,['10.121.72.0/22'],
1715367250715011596,GSOWNP01,['10.113.252.0/22'],
1715357298699022996,HPNRIP01,['10.101.172.0/22'],
1715367255604010196,IADASP01,['10.107.252.0/22'],
1715367292857014796,IADTCP01,['10.102.156.0/22'],
1715367289787024496,ISPCIP01,['10.16.180.0/22'],
1715367262890021796,ISPCYP01,['10.103.200.0/22'],
1715357280488008696,CTDPDP01,['10.64.196.0/22'],
1715357281284023896,DALEHP01,['10.73.216.0/22'],
1715357283372020196,DALFMP01,['10.156.24.0/22'],
1715366411579025396,DALWXP01,['10.64.128.0/22'],
1715366367905023896,DMOFIP01,['10.130.148.0/22'],
1715366350502003596,HVNCOP01,['10.99.40.0/22'],
1715366333102014896,HVNDTP01,['10.96.116.0/22'],
1715366386300006996,IADDHP01,['10.111.208.0/22'],
1715366379386017696,IADGVP01,['10.16.120.0/22'],
1715353650562005696,MLBOEP01,['10.39.196.0/22'],
1715357298048020396,DALACP01,['10.156.180.0/22'],
1715357286710002496,ONTMRP01,['10.66.240.0/22'],
1715359232734009996,ISPJJP01,['10.106.4.0/22'],
1715359234537023396,HPNRYP01,['10.97.144.0/22'],
1715357298149011596,DABDLP01,['10.33.80.0/22'],
1715359237320018196,IADFOP01,['10.99.80.0/22'],
1715359238111011096,IADCYP01,['10.103.132.0/22'],
1715359459824000596,IADRIP01,['10.105.248.0/22'],
1715361454668014596,ISPGCP01,['10.25.76.0/22'],
1715361452663000496,ISPCPP01,['10.98.188.0/22'],
1715361584617011596,LAXSFP01,['10.153.144.0/22'],
1715361625570020196,OKCSWP01,['10.74.80.0/22'],
1715359233075001296,KCKRPP01,['10.130.192.0/22'],
1715361633510007696,MCOLMP01,['10.114.64.0/22'],
1715361634842005196,NYCWPP01,['10.100.224.0/22'],
1715367276802016496,DABSHP01,['10.127.144.0/22'],
1715368456577019096,DALMCP01,['10.150.232.0/22'],
1715369016925020096,DALNWP01,['10.147.200.0/22'],
1715369023062001596,EWROGP01,['10.98.240.0/22'],
1715370727575011896,EWRPXP01,['10.110.128.0/22'],
1715370729837021796,GSOCAP01,['10.122.176.0/22'],
1715370730260002096,GSOCYP01,['10.121.40.0/22'],
1715370729379014296,IADDLP01,['10.106.76.0/22'],
1715366329055003696,NYCPSP01,['10.108.248.0/22'],
1715366346178010196,OKCDTP01,['10.144.92.0/22'],
1715366355959015296,MCOLLP01,['10.116.16.0/22'],
1715366363703010796,LAWFIP01,['10.144.128.0/22'],
1715366396213024896,NYCSKP01,['10.25.108.0/22'],
1715366402921006796,LGAFIP01,['10.105.60.0/22'],
1715366644343014196,CTDCYP01,['10.149.32.0/22'],
1715361635423002496,MCIXAP01,['10.142.64.0/22'],
1715581324340023096,MELDLP01,['10.168.232.0/22'],
1715607193405020596,JAXFWP01,['10.39.184.0/22'],
1712936058966010296,MCIKSP01,['10.141.84.0/22'],
1715617198188015696,LAXABP01,['10.73.144.0/22'],
1715617711907013496,LAXMOP01,['10.64.152.0/22'],
1715617713166002396,MCILVP01,['10.140.24.0/22'],
1715618203010009796,OKCEDP01,['10.154.120.0/22'],
1715618200866007196,OKCYKP01,['10.158.52.0/22'],
1715618203751018196,MCITLP01,['10.48.48.0/22'],
1715618348866010096,OXRTCP01,['10.67.156.0/22'],
1715618530212021196,MCOSGP01,['10.112.40.0/22'],
1715618876022011396,OKCACP01,['10.65.244.0/22'],
1715618348939019296,DABFIP01,['10.127.164.0/22'],
1715648648359014996,SYDWHP01,['10.168.128.0/22'],
1715683456158021296,BNISEP01,['10.209.136.0/22'],
1715709276330011796,MCOWFP01,['10.113.88.0/22'],
1660917842265004396,DECRIP01,['10.140.32.0/22'],
1715741374086018996,RRBASP01,['10.182.112.0/22'],
1715771410124015996,QUOFPP01,['10.249.144.0/22'],
1715863597324000996,ISTSLP01,['10.234.148.0/22'],
1715780174407021996,CGNCYP01,['10.167.140.0/22'],
1715788474586014896,DMMKAP01,['10.248.56.0/22'],
1715788578205009296,SFOKDP01,['10.77.8.0/22'],
1715791080152020096,PBCCYP01,['10.242.128.0/22'],
1715823388547023096,BLRNHP01,['10.173.212.0/22'],
1714162138699012296,MCOTWP01,['10.118.68.0/22'],
1713550786377021496,GSPGSP01,['10.34.56.0/22'],
1715864393122006896,MVDALP01,['10.47.220.0/22'],
1715179039527018196,BQKTSP01,['10.39.112.0/22'],
1715871448533017296,INDALP01,['10.58.240.0/22'],
1715969196893023796,PHXWHP01,['10.77.176.0/22'],
1715957869221010396,GSPFDP01,['10.40.112.0/22'],
1715957858965019496,GSPSMP01,['10.125.224.0/22'],
1715957870611018396,HOUTBP01,['10.74.76.0/22'],
1715957872259017396,IAHCSP01,['10.158.120.0/22'],
1715957857345003996,INDNWP01,"['10.129.220.0/23', '10.129.223.96/29', '10.129.223.17/32']",
1715960593180017196,PBIFDP01,['10.125.36.0/22'],
1715957854811011496,PBIFFP01,['10.112.148.0/22'],
1715962871299018696,JAXCPP01,['10.123.88.0/22'],
1715964417117008796,JAXJSP01,['10.121.180.0/22'],
1715964418592006696,JAXVSP01,['10.126.116.0/22'],
1715964422521019696,LCHSLP01,['10.119.172.0/22'],
1715968004334021696,PHLCVP01,['10.106.112.0/22'],
1715968463371011796,PHLDVP01,['10.97.136.0/22'],
1715968466247007796,PNSCYP01,['10.114.116.0/22'],
1715960579264012896,COUJCP01,['10.133.64.0/22'],
1715957862321017496,GEGFVP01,['10.65.248.0/22'],
1715957859605024296,ELPCYP01,['10.150.192.0/22'],
1715957866489019296,DTWXCP01,['10.48.232.0/22'],
1715957865646025596,ELPCVP01,['10.73.68.0/22'],
1715957868552002996,GEGSHP01,['10.67.80.0/22'],
1715968459434011496,PNSPBP01,['10.120.24.0/22'],
1715974367148021596,ELMHHP01,['10.109.16.0/22'],
1715974364616021696,GJTCYP01,['10.137.152.0/22'],
1715975132187008996,HOUKWP01,['10.158.8.0/22'],
1715977485638017396,IAHCHP01,['10.65.184.0/22'],
1714511529649022296,ILGBWP01,['10.100.148.0/22'],
1715977439357024396,ILGCYP01,['10.101.88.0/22'],
1715977344621017396,JAXSWP01,"['10.120.106.128/26', '10.120.104.0/22']",
1715977406930009496,JXNABP01,['10.143.44.0/22'],
1715964417853025196,ERIFIP01,['10.98.100.0/22'],
1715964426346018196,EXTCYP01,['10.228.128.0/22'],
1715964422378021496,PITMLP01,['10.106.108.0/22'],
1715965081504009196,GNVCYP01,['10.114.32.0/22'],
1715965077817019196,ERICYP01,['10.100.20.0/22'],
1715965083607020596,FAYSPP01,['10.119.84.0/22'],
1715965079229014296,GNVACP01,['10.127.232.0/22'],
1715965085899002196,RICFWP01,['10.110.172.0/22'],
1715965082076017896,PITNEP01,['10.110.180.0/22'],
1715966002267019496,CTDRIP01,['10.149.36.0/22'],
1715966346695023796,DSMADP01,['10.141.244.0/22'],
1715966347854014896,DSMAPP01,['10.132.88.0/22'],
1715966350769001996,ELMCHP01,['10.110.120.0/22'],
1715966352775000996,JAXCOP01,['10.121.228.0/22'],
1715966347367014596,DENAWP01,['10.63.252.0/22'],
1715968462394000096,ITHMCP01,['10.110.196.0/22'],
1715965086222011896,RICSCP01,['10.26.236.0/22'],
1715974365704017296,LBBCYP01,['10.145.188.0/22'],
1715974368576015196,PNSTFP01,['10.127.84.0/22'],
1715974366707025396,PNSORP01,['10.126.32.0/22'],
1715974367505017696,LBBDTP01,['10.158.104.0/22'],
1715974375648023896,MIADMP01,['10.122.16.0/22'],
1715974374003012896,RDUCHP01,['10.112.108.0/22'],
1715975157004005396,RDUAHP01,['10.127.152.0/22'],
1715974367640014496,MIASAP01,['10.126.228.0/22'],
1715974368096017796,JXNTSP01,['10.48.132.0/22'],
1716174247975011296,MELRZP01,['10.168.96.0/22'],
1716184695072003496,CJBFIP01,['10.182.48.0/22'],
1715965079340019296,FAYSHP01,['10.117.144.0/22'],
1715966351146022496,ITHFIP01,['10.109.64.0/22'],
1716218627897025396,HOUFAP01,['10.146.44.0/22'],
1714406644596008096,MSNFSP01,['10.50.188.0/22'],
1716285625376006696,DEDWIP01,['10.177.84.0/22'],
1716298113697012696,RBAMCP01,['10.248.156.0/22'],
1715957869227007696,DTWYCP01,['10.143.8.0/22'],
1716206944750008896,EGEASP01,['10.50.140.0/22'],
1716344072206010196,BDOCYP01,['10.183.140.0/22'],
1716376289812017496,FAOWHP01,['10.230.240.0/22'],
1716378027241000596,GVAMCP01,['10.228.68.0/22'],
1679499805113009896,AMSVTP01,['10.240.212.0/22'],
1716389646654004796,CVGEGP01,['10.96.156.0/22'],
1716206569163012196,GNVCLP01,['10.39.32.0/22'],
1716396022661017896,GYDRZP01,['10.240.168.0/21'],
1713850833270018196,MNLSIP01,['10.236.64.0/22'],
1716442930030003196,TRZCYP01,['10.177.80.0/22'],
1716447566500001796,SHLCYP01,['10.177.92.0/22'],
1716463368721016596,HDBMCP01,['10.161.76.0/22'],
1716470999175022396,BUSMDP01,['10.231.20.0/22'],
1716470997410020496,RUHJBP01,['10.249.4.0/22'],
1715102357092004796,MIACHP01,['10.125.168.0/22'],
1716207114189007496,EVVNSP01,['10.50.168.0/22'],
1716207316807018596,RICTXP01,['10.27.112.0/22'],
1716481428198008296,GEGCTP01,['10.59.160.0/22'],
1716561385331015796,DENLGP01,['10.135.96.0/22'],
1716561354627007596,DENLSP01,['10.130.16.0/22'],
1716561378981004296,ELPCEP01,['10.64.156.0/22'],
1716561350151024396,ELPTEP01,['10.74.28.0/22'],
1716561396453003596,GEGCHP01,['10.145.88.0/22'],
1716561368486011896,GSPCHP01,['10.113.160.0/22'],
1716561287253000896,GSPGVP01,['10.33.100.0/22'],
1716561391221005996,HOUNSP01,['10.73.164.0/22'],
1716561324636021496,HOUXPP01,['10.64.48.0/22'],
1716561339157015796,INDTKP01,['10.130.252.0/22'],
1716561274076011796,KCKROP01,['10.130.164.0/22'],
1716561319712003696,LNSFLP01,['10.110.228.0/22'],
1716561408749003296,MCIBSP01,['10.132.76.0/22'],
1716561310986018396,MDWMUP01,['10.142.172.0/22'],
1716561332027021196,MLUFSP01,['10.121.112.0/22'],
1716565429490016396,MLUWMP01,['10.127.140.0/22'],
1716561363467013696,MRVFIP01,['10.133.188.0/22'],
1716561282327019096,PBICHP01,['10.116.204.0/22'],
1716561415063009396,PBIRDP01,['10.124.240.0/22'],
1716561267149016896,RDGWYP01,['10.104.172.0/22'],
1716566623646008696,MFECYP01,['10.145.36.0/22'],
1716566609326008296,MFETSP01,['10.64.108.0/22'],
1716566654493002896,MPRFIP01,['10.143.68.0/22'],
1716572762074015996,PDXHSP01,['10.146.188.0/22'],
1716572759096006696,PDXOWP01,['10.150.92.0/22'],
1716572748479007396,PGACYP01,['10.147.76.0/22'],
1716579528416025096,PITFWP01,['10.108.28.0/22'],
1716572743380017496,PITMOP01,['10.100.204.0/22'],
1716569852825015096,SATCDP01,['10.145.52.0/22'],
1716569856171017096,SATCLP01,['10.154.180.0/22'],
1716565392637015896,HRLCYP01,['10.145.28.0/22'],
1716565400176017196,ICTDTP01,['10.132.84.0/22'],
1716565407673006896,ICTHUP01,['10.139.60.0/22'],
1716565414232019096,GCCTSP01,['10.143.208.0/22'],
1716565418018019596,ICTFDP01,['10.138.220.0/22'],
1716566589630006496,LGVCYP01,['10.73.12.0/22'],
1716566599559021296,LGVFSP01,['10.153.184.0/22'],
1716566600598007496,LBESSP01,['10.16.220.0/22'],
1716566613176012396,LAXADP01,['10.151.124.0/22'],
1716566621006023996,LBEBVP01,['10.111.112.0/22'],
1709914876099018396,COUTSP01,['10.142.4.0/22'],
1716572753993005496,DXRCYP01,['10.104.228.0/22'],
1716572760830016596,RDUTXP01,['10.38.88.0/22'],
1716572755880003896,COSTSP01,['10.132.56.0/22'],
1716572765505002796,DAYCNP01,['10.101.212.0/22'],
1716574253527024596,EWRRBP01,['10.97.148.0/22'],
1716582986592009096,GSODVP01,['10.105.100.0/22'],
1716582958459001296,GSOSAP01,['10.33.28.0/22'],
1716582988021019496,GTLFGP01,['10.127.124.0/22'],
1716582957199001996,HPNNWP01,['10.100.208.0/22'],
1716582985021021496,HVNCYP01,['10.101.76.0/22'],
1716582957958000896,HVNWAP01,['10.97.132.0/22'],
1716583592409006996,JANCJP01,['10.33.124.0/22'],
1716584379393011796,JANCYP01,['10.113.216.0/22'],
1716584355314019096,JANMDP01,['10.126.40.0/22'],
1716584362460008896,LASGVP01,['10.149.116.0/22'],
1716584362415018096,LASVRP01,['10.64.8.0/22'],
1716577720137012296,MSYCVP01,['10.113.228.0/22'],
1716577726093000196,MSYDEP01,['10.126.44.0/22'],
1716577736866020296,MSYLPP01,['10.126.108.0/22'],
1716577715890022196,OXRVBP01,['10.151.80.0/22'],
1701667118946020496,PVDLNP01,['10.105.120.0/22'],
1716578529692002696,CSGCPP01,['10.124.208.0/22'],
1716578538126007996,DHNCYP01,['10.113.152.0/22'],
1716578535081022996,DHNTSP01,['10.126.144.0/22'],
1716572743607019096,EWRFBP01,['10.110.168.0/22'],
1716569853969010596,RDUFNP01,['10.127.128.0/22'],
1716578523305006296,GCCFIP01,['10.134.232.0/22'],
1716572762476007396,DAYCSP01,['10.97.32.0/22'],
1716582955946023596,LNKCYP01,['10.139.72.0/22'],
1716582984465002196,RICSDP01,['10.17.248.0/22'],
1716582989030002996,LCIPLP01,['10.111.64.0/22'],
1716582991070001196,LEBCYP01,['10.106.56.0/22'],
1716582993141003096,HVNUNP01,['10.110.240.0/22'],
1716583369899015396,LNKNOP01,['10.141.216.0/22'],
1716583382104016196,CRPCYP01,['10.154.132.0/22'],
1716583538527004396,MCNCWP01,['10.120.136.0/22'],
1716583536628000196,LNKSEP01,['10.141.68.0/22'],
1716583589108025296,CRPFCP01,['10.64.88.0/22'],
1716584348580014396,CRPRPP01,['10.64.100.0/22'],
1716584364208004596,OCWFIP01,['10.126.240.0/22'],
1716584360822014496,HSVATP01,['10.124.88.0/22'],
1716584377327001296,PGVCYP01,['10.115.184.0/22'],
1716584364331018996,MCNWRP01,['10.120.8.0/22'],
1716584364327015496,OAKDTP01,['10.152.156.0/22'],
1716584377641024096,CRPTKP01,['10.74.32.0/22'],
1716585804460023196,HSVRIP01,['10.115.160.0/22'],
1716801509590016996,BTHFPP01,['10.170.104.0/22'],
1716802139667007096,DELCAP01,['10.174.104.0/22'],
1716951082053024896,DPSWRP01,['10.170.164.0/22'],
1716905005266012696,ESBJWP01,['10.163.12.0/22'],
1716905006259014796,JHBBRP01,['10.160.24.0/22'],
1716829597877021296,EWRMAP01,['10.105.96.0/22'],
1716801700073002096,BPNFPP01,['10.171.112.0/22'],
1716801917968003496,BTHMCP01,['10.170.192.0/22'],
1716902078832025496,JEDFOP01,['10.248.220.0/22'],
1716919412441008496,BKKWOP01,['10.176.116.0/22'],
1717099893893005496,TJQSIP02,"['10.242.3.0/26', '10.170.191.18/32']",
1716924241741007396,TJQSIP01,['10.170.188.0/22'],
1716962443207007396,DPSFGP01,['10.171.72.0/22'],
1716990527515005296,PITYUP01,['10.27.136.0/22'],
1716994505653016196,CVGKRP01,['10.27.76.0/22'],
1717004075735009496,DALDRP01,['10.73.72.0/22'],
1717004085200005696,DALNCP01,['10.73.76.0/22'],
1707503809323016396,DAYRBP01,['10.105.24.0/22'],
1717031148811023096,GOIWIP01,['10.169.76.0/22'],
1717486332007008696,BLRGTP01,['10.181.152.0/22'],
1717981363291023596,MYYMCP01,['10.162.184.0/22'],
1717058784919012996,HERZBP01,['10.241.116.0/22'],
1717072557070002496,BRUCYP01,"['10.241.136.0/22', '10.176.23.0/24']",
1717087944764019796,DMMRIP01,['10.248.140.0/22'],
1717079761169019196,INDPRP01,['10.50.72.0/22'],
1717172963198009996,CLEMTP01,['10.100.40.0/22'],
1717172966543023196,CLEWBP01,['10.102.56.0/22'],
1717172965642014696,CLLCYP01,['10.150.140.0/22'],
1717172253744010896,CLTCAP01,['10.113.204.0/22'],
1717172961501015696,CLTCTP01,['10.40.204.0/22'],
1717174486553009296,CLTFAP01,['10.118.52.0/22'],
1717172978423017596,CLTFSP01,['10.126.60.0/22'],
1717172979875020196,CLTHPP01,['10.38.12.0/22'],
1717172976212009396,DALAKP01,['10.64.184.0/22'],
1717174477446010696,DALSWP01,['10.156.48.0/22'],
1717174476896004096,DOVFIP01,['10.103.128.0/22'],
1717174489304004596,GFLCYP01,['10.111.48.0/22'],
1717172959037017896,ILGSSP01,['10.16.224.0/22'],
1717186232513017096,MBSCBP01,['10.141.40.0/22'],
1712584592522006396,SRQPMP01,['10.39.100.0/22'],
1717174427661006196,DLSFIP01,['10.145.212.0/22'],
1717174425829009296,DUJFIP01,['10.109.28.0/22'],
1717174429612014696,CLTADP01,['10.33.36.0/22'],
1717174432450020196,CLTNOP01,['10.33.56.0/22'],
1717174433290023796,CLTLNP01,['10.115.144.0/22'],
1717174435668006896,CLTHBP01,['10.117.224.0/22'],
1717174482518004296,EATMLP01,['10.65.44.0/22'],
1717174595197015896,ERIDTP01,['10.110.244.0/22'],
1717174954409015996,FKLTSP01,['10.111.108.0/22'],
1717174953051014296,EUGCOP01,['10.65.208.0/22'],
1717179168992001596,HPNNBP01,['10.98.212.0/22'],
1717179168739008696,ISPRHP01,['10.16.88.0/22'],
1717179160609024596,LBFFIP01,['10.138.172.0/22'],
1717179162929004096,LBLFIP01,['10.143.64.0/22'],
1717179167391010896,MDWOTP01,['10.138.192.0/22'],
1717179164255013796,MDWTJP01,['10.143.220.0/22'],
1717179383158023496,MLBFPP01,['10.122.112.0/22'],
1717177286340001596,HARGTP01,['10.106.8.0/22'],
1717179153786017896,CLTAWP01,['10.113.140.0/22'],
1717179161643018896,ARBFIP01,['10.133.232.0/22'],
1717174436149010396,CLTUPP01,['10.114.220.0/22'],
1717179166675004596,CLETOP01,['10.17.68.0/22'],
1717179170146001596,BWITFP01,['10.101.152.0/22'],
1717174428161024696,CLTCOP01,['10.123.76.0/22'],
1717174427890025196,DFWCAP01,['10.73.48.0/22'],
1717184309005025096,PBISTP01,['10.122.160.0/22'],
1717184423123009496,PSCCYP01,['10.144.52.0/22'],
1717184804807016596,STFRDP01,['10.17.180.0/22'],
1717185206380010396,WASBAP01,['10.26.224.0/22'],
1717185208205024896,CLELYP01,['10.17.144.0/22'],
1717185497872023796,CLENOP01,['10.99.28.0/22'],
1717182184469023496,DETLVP01,['10.129.60.0/22'],
1717182188458016596,CLTBLP01,['10.116.4.0/22'],
1717182190018021596,CLTFTP01,['10.126.132.0/22'],
1717184303758018596,GLSCYP01,['10.157.224.0/22'],
1717184424748008196,GUPSHP01,['10.159.204.0/22'],
1717184663232019596,IADSTP01,['10.107.96.0/22'],
1717184809123022796,ITHCYP01,['10.100.24.0/22'],
1717185207006024796,ITHFLP01,['10.110.252.0/22'],
1717185206478020896,JAXSHP01,['10.117.172.0/22'],
1717185769314005596,JLNRIP01,['10.137.8.0/22'],
1717186827751000596,LARFIP01,['10.138.40.0/22'],
1717187110864008696,LITCRP01,['10.33.48.0/22'],
1717187717393004096,LJNCYP01,['10.65.236.0/22'],
1717188259273024696,ORFDEP01,['10.17.164.0/22'],
1717188943463014496,ORFECP01,['10.121.132.0/22'],
1717188941748007596,OWBCYP01,['10.136.8.0/22'],
1717188942104016796,PAHFIP01,['10.138.216.0/22'],
1717183294146023196,GLRFIP01,['10.142.52.0/22'],
1717183308677017896,GSPCLP01,['10.123.156.0/22'],
1717183309585023496,EARKFP01,['10.138.228.0/22'],
1717183319280006096,EAUFIP01,['10.134.12.0/22'],
1717184308376007496,CLTCGP01,['10.115.156.0/22'],
1717184306759015296,CLTEXP01,['10.113.144.0/22'],
1717184307254014296,CLTMOP01,['10.119.48.0/22'],
1717184309908000696,CLTMRP01,['10.112.176.0/22'],
1717184424624005296,DABPCP01,['10.122.132.0/22'],
1717184810753006296,DENBTP01,['10.142.96.0/22'],
1717184803184010496,HNMRIP01,['10.64.24.0/22'],
1717184808852001796,HNMMKP01,['10.157.184.0/22'],
1717185205862020896,MCOCBP01,['10.38.172.0/22'],
1717185502604024996,MCOCEP01,['10.113.224.0/22'],
1717185876763020296,DSMANP01,['10.138.24.0/22'],
1717185867977010696,MCOCWP01,['10.17.56.0/22'],
1717185872113017396,MDTCHP01,['10.27.4.0/22'],
1717186237488017296,EMVFIP01,['10.104.32.0/22'],
1717185882618008196,EGECYP01,['10.130.224.0/22'],
1717186345953006096,EVVCYP01,['10.139.92.0/22'],
1717179162116002296,CLERIP01,['10.101.156.0/22'],
1717186485349002696,FKRCYP01,['10.107.184.0/22'],
1717182185553018696,CLTFMP01,['10.123.184.0/22'],
1717186521398016896,GHMDKP01,['10.126.152.0/22'],
1717186486781001496,MMIFIP01,['10.120.208.0/22'],
1717182185966010296,CLTMIP01,['10.127.180.0/22'],
1717186834772007096,OGDCYP01,['10.158.112.0/22'],
1717187112894012296,OLMROP01,['10.147.60.0/22'],
1717187114617013296,MIATMP01,['10.126.88.0/22'],
1717187446953019096,RMGCYP01,['10.127.76.0/22'],
1717187715285016696,MRYHOP01,['10.65.68.0/22'],
1717187716899011296,MSPWCP01,['10.143.20.0/22'],
1717187718444006096,BURFLP01,['10.70.92.0/22'],
1717188261189001996,CLTBYP01,['10.33.160.0/22'],
1717188259780009596,CLEMDP01,['10.110.236.0/22'],
1717193601744023396,OTSFSP01,['10.154.148.0/22'],
1717193599818022096,SJCRUP01,['10.68.176.0/22'],
1717193608375016996,PBGFIP01,['10.110.72.0/22'],
1717193606100006996,PHLLMP01,['10.109.160.0/22'],
1717377331483007696,JKTASP01,['10.170.120.0/22'],
1716167617944007496,MELACP01,['10.168.8.0/22'],
1717411754526010796,ZPZDEP01,['10.161.52.0/22'],
1717418678379021296,DOHCLP01,['10.248.192.0/22'],
1717422532247017796,FCASHP01,['10.141.120.0/22'],
1717193606238007696,PAOCYP01,['10.153.48.0/22'],
1717186834936000296,MBSCYP01,['10.141.116.0/22'],
1717193600835016896,PAORIP01,['10.144.232.0/22'],
1717193600417023896,SEADTP01,['10.148.128.0/22'],
1717429464268020696,NGOCYP01,['10.168.164.0/22'],
1717446399467009796,LASVWP01,['10.78.148.0/22'],
1717454278301008996,JKTXRP01,['10.177.96.0/22'],
1717478221428021596,IXEMCP01,['10.177.76.0/22'],
1717514388816022096,PNSTPP01,['10.39.48.0/22'],
1717517643218012596,CPRCYP01,['10.132.128.0/22'],
1717513631821016796,YQRCYP01,['10.59.76.0/22'],
